Energy,Magnetization
-4476.0,-170.0
-4212.0,-212.0
-4232.0,-418.0
-4512.0,-60.0
-4512.0,-154.0
-4264.0,-86.0
-4352.0,-230.0
-4284.0,24.0
-4452.0,-126.0
-4172.0,-200.0
-4196.0,-58.0
-4204.0,-176.0
-4176.0,-186.0
-4088.0,-194.0
-4404.0,-310.0
-4420.0,-124.0
-4164.0,-116.0
-4188.0,-144.0
-4124.0,-34.0
-4236.0,-80.0
-4192.0,-64.0
-4088.0,100.0
-4316.0,2.0
-4428.0,158.0
-3988.0,-110.0
-4076.0,-116.0
-4312.0,18.0
-4424.0,106.0
-4204.0,-72.0
-4164.0,42.0
-4412.0,30.0
-4448.0,-94.0
-4392.0,-104.0
-4540.0,0.0
-4308.0,196.0
-4460.0,512.0
-4248.0,242.0
-4056.0,238.0
-4256.0,12.0
-4116.0,108.0
-4544.0,258.0
-4320.0,186.0
-4236.0,414.0
-4160.0,318.0
-4484.0,222.0
-4404.0,-42.0
-3952.0,116.0
-4260.0,112.0
-4204.0,30.0
-4352.0,136.0
-4156.0,-10.0
-4344.0,-30.0
-4376.0,-174.0
-4136.0,-98.0
-3996.0,-68.0
-4308.0,-54.0
-4456.0,12.0
-4396.0,-10.0
-4396.0,-264.0
-4632.0,-308.0
-4184.0,-8.0
-4408.0,174.0
-4432.0,108.0
-4460.0,194.0
-4664.0,156.0
-4288.0,116.0
-4028.0,104.0
-4252.0,136.0
-4424.0,242.0
-4192.0,-136.0
-4280.0,-4.0
-4216.0,-90.0
-4004.0,-180.0
-4032.0,-184.0
-4360.0,-168.0
-4460.0,-32.0
-4104.0,252.0
-4540.0,146.0
-4372.0,-162.0
-4452.0,-32.0
-4332.0,-202.0
-4052.0,44.0
-4256.0,-46.0
-4288.0,170.0
-4580.0,176.0
-4388.0,134.0
-4100.0,350.0
-4292.0,234.0
-4384.0,352.0
-4180.0,-10.0
-4268.0,230.0
-4308.0,416.0
-4048.0,-64.0
-4056.0,-140.0
-4140.0,-12.0
-4300.0,-72.0
-4456.0,4.0
-4268.0,-136.0
-4180.0,-38.0
-4180.0,38.0
-4164.0,24.0
-4004.0,-364.0
-4112.0,-54.0
-4308.0,-102.0
-4316.0,32.0
-4052.0,108.0
-4432.0,336.0
-4380.0,244.0
-4308.0,-8.0
-4540.0,-170.0
-4560.0,-16.0
-4352.0,-74.0
-4296.0,66.0
-4140.0,-96.0
-3840.0,120.0
-4128.0,-66.0
-4044.0,-20.0
-4240.0,18.0
-4500.0,-226.0
-4276.0,-136.0
-4492.0,-56.0
-4284.0,-230.0
-4228.0,6.0
-4224.0,-96.0
-4368.0,-90.0
-4392.0,-132.0
-4064.0,50.0
-4128.0,-24.0
-4500.0,-140.0
-4632.0,-246.0
-4536.0,-118.0
-4236.0,-248.0
-4284.0,-300.0
-4388.0,-134.0
-4284.0,78.0
-4188.0,42.0
-4320.0,26.0
-4516.0,-264.0
-4072.0,-254.0
-4160.0,-366.0
-4376.0,-234.0
-4156.0,-276.0
-4332.0,-200.0
-4072.0,-216.0
-4360.0,-98.0
-4276.0,-154.0
-4132.0,-20.0
-4456.0,-12.0
-4188.0,86.0
-4388.0,74.0
-4100.0,128.0
-4088.0,212.0
-4316.0,134.0
-4516.0,86.0
-4032.0,140.0
-4532.0,66.0
-4072.0,-20.0
-4228.0,-48.0
-4204.0,28.0
-4368.0,158.0
-4208.0,210.0
-4372.0,330.0
-4512.0,338.0
-4628.0,498.0
-4180.0,304.0
-4172.0,336.0
-4344.0,214.0
-4376.0,-182.0
-4548.0,-140.0
-4284.0,244.0
-4256.0,230.0
-4364.0,58.0
-4236.0,78.0
-4128.0,56.0
-4548.0,-106.0
-4088.0,84.0
-4432.0,320.0
-4340.0,502.0
-4300.0,216.0
-4368.0,268.0
-4276.0,358.0
-4296.0,-80.0
-4440.0,-358.0
-4376.0,-76.0
-4332.0,-246.0
-4352.0,-258.0
-4172.0,-318.0
-4680.0,-26.0
-4324.0,-96.0
-4164.0,-310.0
-4316.0,-156.0
-4108.0,-252.0
-4228.0,-178.0
-4120.0,-168.0
-4480.0,30.0
-4296.0,-10.0
-4356.0,-112.0
-4304.0,-208.0
-4252.0,-114.0
-4340.0,-190.0
-4300.0,-104.0
-4276.0,-172.0
-4116.0,-14.0
-4356.0,-24.0
-4240.0,2.0
-4104.0,186.0
-4044.0,158.0
-4080.0,82.0
-4120.0,80.0
-4148.0,-6.0
-4076.0,-138.0
-4376.0,-38.0
-4260.0,16.0
-4316.0,-26.0
-4236.0,70.0
-3980.0,-146.0
-4032.0,166.0
-4456.0,272.0
-4164.0,172.0
-4200.0,226.0
-4588.0,-10.0
-4524.0,-12.0
-4348.0,-108.0
-4368.0,-116.0
-4352.0,-2.0
-4272.0,152.0
-4304.0,204.0
-4548.0,-8.0
-4480.0,54.0
-4600.0,-8.0
-4556.0,116.0
-4224.0,448.0
-4160.0,434.0
-4264.0,292.0
-4296.0,128.0
-4184.0,174.0
-4504.0,-52.0
-4316.0,82.0
-4164.0,210.0
-4272.0,84.0
-4328.0,-76.0
-4304.0,-170.0
-4308.0,-298.0
-4232.0,-368.0
-4372.0,-436.0
-4236.0,-206.0
-4556.0,-248.0
-4268.0,-418.0
-4500.0,-126.0
-4200.0,-16.0
-4032.0,160.0
-4040.0,342.0
-4360.0,430.0
-4080.0,92.0
-4228.0,58.0
-4252.0,-26.0
-4256.0,142.0
-4052.0,138.0
-4116.0,282.0
-4252.0,450.0
-4276.0,346.0
-4296.0,176.0
-4184.0,52.0
-4140.0,-108.0
-4184.0,-216.0
-4120.0,-86.0
-4072.0,-150.0
-4196.0,-80.0
-4172.0,-40.0
-4416.0,-174.0
-4376.0,-382.0
-4384.0,-332.0
-4328.0,-488.0
-4660.0,-320.0
-4332.0,-82.0
-4196.0,-66.0
-4260.0,-52.0
-4360.0,-144.0
-4176.0,-8.0
-4188.0,-426.0
-4044.0,-464.0
-4288.0,-202.0
-4096.0,-102.0
-4124.0,46.0
-4096.0,0.0
-4016.0,52.0
-4092.0,-26.0
-4312.0,-294.0
-4004.0,-116.0
-4232.0,134.0
-4448.0,124.0
-4392.0,38.0
-4192.0,-6.0
-4348.0,196.0
-4188.0,252.0
-4568.0,-14.0
-4184.0,22.0
-4572.0,-164.0
-4324.0,54.0
-4432.0,282.0
-4560.0,244.0
-4380.0,184.0
-4172.0,262.0
-4500.0,352.0
-4156.0,174.0
-4180.0,280.0
-4356.0,-52.0
-4272.0,-128.0
-4352.0,-122.0
-4168.0,-82.0
-4236.0,-28.0
-4360.0,-316.0
-4204.0,-110.0
-4164.0,-142.0
-4124.0,-136.0
-4420.0,-224.0
-4256.0,-242.0
-4220.0,-124.0
-4228.0,-178.0
-4204.0,-108.0
-4312.0,-130.0
-4336.0,-12.0
-4240.0,96.0
-4200.0,-58.0
-4252.0,-94.0
-4500.0,-32.0
-4456.0,-150.0
-4360.0,-86.0
-4484.0,140.0
-4248.0,-154.0
-4076.0,-146.0
-4272.0,208.0
-4336.0,252.0
-4360.0,194.0
-4428.0,-124.0
-4216.0,-66.0
-4268.0,66.0
-4516.0,32.0
-4296.0,-8.0
-4276.0,-288.0
-4300.0,-244.0
-4500.0,144.0
-4152.0,318.0
-4236.0,70.0
-4500.0,364.0
-4200.0,218.0
-4588.0,266.0
-4220.0,134.0
-4284.0,92.0
-4252.0,18.0
-4392.0,98.0
-4248.0,82.0
-4236.0,64.0
-4340.0,-16.0
-4192.0,122.0
-4300.0,228.0
-4232.0,-92.0
-4508.0,-118.0
-4456.0,-64.0
-4336.0,-102.0
-4636.0,-180.0
-4420.0,-8.0
-4392.0,-182.0
-4308.0,-148.0
-4456.0,-2.0
-4196.0,-58.0
-4216.0,28.0
-4300.0,-40.0
-4324.0,88.0
-4280.0,330.0
-4076.0,122.0
-4392.0,-154.0
-4280.0,-54.0
-4328.0,94.0
-4408.0,174.0
-4228.0,20.0
-4240.0,44.0
-4304.0,192.0
-4264.0,200.0
-4288.0,28.0
-4424.0,-18.0
-4124.0,14.0
-4064.0,-200.0
-4340.0,-88.0
-4024.0,-58.0
-4312.0,-164.0
-4208.0,-68.0
-4436.0,204.0
-4356.0,294.0
-4120.0,66.0
-4468.0,-26.0
-4416.0,116.0
-4160.0,-108.0
-4336.0,-148.0
-4300.0,-58.0
-4412.0,-60.0
-4176.0,-16.0
-4060.0,-166.0
-4416.0,-26.0
-4276.0,20.0
-4484.0,122.0
-4264.0,218.0
-4276.0,28.0
-4056.0,240.0
-4304.0,-34.0
-4668.0,-6.0
-4304.0,-64.0
-4400.0,-120.0
-4324.0,-78.0
-4268.0,104.0
-4420.0,164.0
-3808.0,-20.0
-4300.0,-8.0
-4644.0,292.0
-4404.0,338.0
-4188.0,136.0
-4056.0,-220.0
-4108.0,-316.0
-4276.0,-52.0
-4280.0,46.0
-4508.0,14.0
-4200.0,-10.0
-4196.0,-90.0
-4108.0,92.0
-3972.0,106.0
-4324.0,214.0
-4220.0,236.0
-4164.0,-82.0
-4184.0,72.0
-4208.0,-46.0
-3980.0,-30.0
-4104.0,134.0
-4392.0,290.0
-4408.0,214.0
-4160.0,252.0
-4392.0,46.0
-4516.0,150.0
-4428.0,68.0
-4220.0,-68.0
-4028.0,20.0
-4292.0,100.0
-4152.0,-196.0
-4064.0,-180.0
-4292.0,-104.0
-4212.0,52.0
-4520.0,-156.0
-4364.0,60.0
-3964.0,68.0
-3932.0,176.0
-4356.0,136.0
-4220.0,-198.0
-4252.0,146.0
-4456.0,356.0
-4160.0,200.0
-4224.0,174.0
-4232.0,138.0
-4604.0,230.0
-4580.0,230.0
-4212.0,346.0
-4144.0,324.0
-4484.0,294.0
-4380.0,380.0
-4216.0,220.0
-4456.0,120.0
-4616.0,122.0
-4424.0,278.0
-4252.0,170.0
-4204.0,88.0
-4024.0,124.0
-4092.0,20.0
-4096.0,6.0
-4020.0,20.0
-4104.0,-12.0
-4248.0,-74.0
-4148.0,-80.0
-4188.0,-230.0
-4364.0,-120.0
-4188.0,-182.0
-4144.0,-150.0
-4224.0,-60.0
-4352.0,-42.0
-4408.0,-24.0
-4480.0,244.0
-4240.0,110.0
-4080.0,234.0
-4400.0,260.0
-4428.0,88.0
-4436.0,42.0
-4172.0,-106.0
-4392.0,-88.0
-4456.0,-54.0
-4032.0,224.0
-4412.0,114.0
-4584.0,208.0
-4068.0,266.0
-4356.0,98.0
-4336.0,66.0
-4272.0,-12.0
-4380.0,142.0
-4204.0,218.0
-4192.0,-6.0
-4176.0,-120.0
-4168.0,126.0
-4128.0,264.0
-4540.0,16.0
-4276.0,-52.0
-4188.0,-26.0
-4144.0,-124.0
-4288.0,-22.0
-4396.0,118.0
-4320.0,138.0
-4212.0,210.0
-4352.0,216.0
-4556.0,220.0
-4176.0,142.0
-4060.0,-180.0
-4080.0,-210.0
-4492.0,32.0
-4420.0,284.0
-4352.0,392.0
-4296.0,554.0
-4148.0,352.0
-4380.0,68.0
-4196.0,-26.0
-4200.0,-438.0
-4244.0,-164.0
-4468.0,-196.0
-4272.0,-92.0
-4220.0,-36.0
-4120.0,-82.0
-4220.0,-28.0
-4060.0,98.0
-4640.0,126.0
-4020.0,-20.0
-4184.0,-102.0
-4116.0,62.0
-4568.0,180.0
-4472.0,218.0
-4208.0,168.0
-4064.0,2.0
-4280.0,108.0
-4184.0,-6.0
-4488.0,-56.0
-4208.0,198.0
-4372.0,212.0
-4084.0,130.0
-4248.0,-48.0
-4560.0,96.0
-4224.0,-14.0
-4328.0,176.0
-3980.0,-16.0
-4316.0,154.0
-4376.0,-40.0
-4124.0,-56.0
-4352.0,-72.0
-4312.0,-154.0
-4228.0,-54.0
-3932.0,-78.0
-4436.0,-38.0
-4304.0,50.0
-4080.0,-180.0
-4200.0,-86.0
-4188.0,186.0
-4292.0,104.0
-4272.0,62.0
-4212.0,-4.0
-4400.0,92.0
-4280.0,112.0
-4352.0,40.0
-4316.0,90.0
-4192.0,116.0
-3876.0,44.0
-4440.0,-38.0
-4428.0,252.0
-4464.0,68.0
-4300.0,-140.0
-4220.0,-148.0
-4344.0,-64.0
-4568.0,-148.0
-4376.0,-134.0
-4272.0,-14.0
-4376.0,-112.0
-4228.0,60.0
-4040.0,-84.0
-4444.0,-248.0
-4300.0,-38.0
-4128.0,154.0
-4200.0,58.0
-4320.0,328.0
-4284.0,262.0
-4332.0,268.0
-4312.0,94.0
-4440.0,104.0
-4360.0,174.0
-4208.0,234.0
-4136.0,196.0
-4260.0,14.0
-4408.0,-44.0
-4360.0,-286.0
-4360.0,-124.0
-3920.0,-100.0
-4136.0,-4.0
-4308.0,-94.0
-4144.0,-270.0
-4284.0,-372.0
-4292.0,-218.0
-4108.0,-362.0
-4220.0,-198.0
-4028.0,-34.0
-4212.0,-114.0
-4516.0,8.0
-4252.0,114.0
-4128.0,-110.0
-4396.0,-52.0
-4396.0,-38.0
-3904.0,212.0
-4036.0,176.0
-4324.0,122.0
-4124.0,54.0
-4368.0,-54.0
-4236.0,-14.0
-4292.0,-174.0
-4384.0,-180.0
-4192.0,-132.0
-4408.0,-46.0
-4288.0,216.0
-4384.0,-24.0
-4008.0,-100.0
-4360.0,40.0
-4468.0,-26.0
-4192.0,290.0
-4416.0,80.0
-4416.0,252.0
-4272.0,12.0
-4572.0,-28.0
-4132.0,-138.0
-4120.0,-202.0
-4232.0,98.0
