Energy,Magnetization
-24708.0,158.0
-33140.0,340.0
-37572.0,254.0
-40140.0,182.0
-42004.0,296.0
-43780.0,274.0
-44744.0,48.0
-45872.0,436.0
-46196.0,378.0
-46580.0,658.0
-47504.0,696.0
-48036.0,454.0
-47800.0,448.0
-47912.0,808.0
-48500.0,1152.0
-49068.0,1520.0
-49464.0,1522.0
-49672.0,1766.0
-50060.0,1676.0
-49992.0,1982.0
-49744.0,2204.0
-49788.0,2036.0
-50172.0,2178.0
-50708.0,2256.0
-50472.0,2520.0
-50452.0,2798.0
-50800.0,2504.0
-51468.0,2202.0
-51468.0,2254.0
-51516.0,2110.0
-52004.0,2272.0
-52068.0,2452.0
-52172.0,2414.0
-51960.0,2472.0
-51624.0,2308.0
-51796.0,2392.0
-52016.0,2362.0
-51896.0,2242.0
-52000.0,1928.0
-52688.0,2186.0
-52396.0,2312.0
-52088.0,2120.0
-52684.0,2184.0
-52900.0,2238.0
-52628.0,2162.0
-52532.0,2528.0
-52656.0,2432.0
-52424.0,2564.0
-52444.0,2814.0
-52572.0,2810.0
-53072.0,2696.0
-53168.0,2960.0
-53288.0,2988.0
-52736.0,3330.0
-53000.0,3464.0
-52896.0,3598.0
-53176.0,3676.0
-52636.0,3614.0
-52692.0,3432.0
-52172.0,3184.0
-52876.0,2998.0
-52860.0,3186.0
-52592.0,3172.0
-52276.0,3104.0
-52328.0,2926.0
-52704.0,2778.0
-52240.0,2880.0
-51880.0,2814.0
-52380.0,2810.0
-52624.0,2990.0
-52484.0,3266.0
-52680.0,3272.0
-53436.0,3218.0
-53412.0,3338.0
-53740.0,3156.0
-53624.0,3166.0
-53692.0,3444.0
-53444.0,3976.0
-53088.0,3948.0
-53320.0,4024.0
-53128.0,4136.0
-53072.0,4286.0
-53088.0,4162.0
-52968.0,4078.0
-52776.0,4124.0
-52704.0,4492.0
-53000.0,4454.0
-52936.0,4414.0
-53804.0,4596.0
-53584.0,4514.0
-53484.0,4502.0
-53516.0,4588.0
-53036.0,4556.0
-53276.0,4588.0
-53536.0,4504.0
-53696.0,4564.0
-53608.0,4132.0
-53516.0,4202.0
-53728.0,3980.0
-53056.0,3988.0
-53000.0,3972.0
-53536.0,4402.0
-54328.0,4420.0
-54064.0,4806.0
-54168.0,4586.0
-53956.0,4582.0
-53676.0,4678.0
-53412.0,4552.0
-53528.0,4862.0
-53804.0,5012.0
-53568.0,4946.0
-53760.0,5076.0
-53876.0,5198.0
-54240.0,5088.0
-54412.0,5252.0
-54100.0,5352.0
-54108.0,5372.0
-53808.0,5688.0
-53968.0,5354.0
-53688.0,5400.0
-53544.0,5444.0
-53772.0,5274.0
-53812.0,5186.0
-53592.0,5568.0
-53416.0,5426.0
-53192.0,5468.0
-53424.0,5616.0
-53516.0,5278.0
-53480.0,5346.0
-53580.0,5496.0
-53472.0,5526.0
-53580.0,5572.0
-53432.0,5678.0
-53764.0,5698.0
-53724.0,5646.0
-53912.0,5664.0
-54216.0,5922.0
-54112.0,5598.0
-54080.0,5618.0
-54296.0,5200.0
-54184.0,5088.0
-54284.0,4950.0
-53832.0,5054.0
-54416.0,4718.0
-54072.0,4616.0
-54168.0,4594.0
-54752.0,4788.0
-54756.0,4830.0
-54700.0,4718.0
-54640.0,4760.0
-54676.0,4802.0
-54328.0,4888.0
-54464.0,4742.0
-54404.0,4572.0
-53928.0,4414.0
-53872.0,4594.0
-54328.0,4834.0
-54796.0,4750.0
-54988.0,4746.0
-54708.0,4994.0
-54432.0,5044.0
-54268.0,5322.0
-54892.0,5510.0
-54780.0,5398.0
-54400.0,5348.0
-54036.0,5256.0
-54484.0,5004.0
-55056.0,5114.0
-54936.0,5002.0
-54400.0,5092.0
-54232.0,5230.0
-54792.0,5232.0
-54924.0,5494.0
-54456.0,5466.0
-54640.0,5336.0
-55244.0,5542.0
-54880.0,5604.0
-55068.0,5254.0
-55212.0,5546.0
-54872.0,5428.0
-55192.0,5434.0
-55136.0,5270.0
-54700.0,5474.0
-54672.0,5224.0
-54932.0,5268.0
-55004.0,5458.0
-55172.0,5794.0
-54816.0,5564.0
-54976.0,5648.0
-55040.0,5784.0
-55016.0,5646.0
-55236.0,5496.0
-54852.0,5348.0
-55112.0,5476.0
-55376.0,5806.0
-55232.0,5836.0
-55072.0,5794.0
-54624.0,5890.0
-55216.0,5942.0
-55432.0,6086.0
-55176.0,6448.0
-55252.0,6486.0
-55452.0,6238.0
-55468.0,6216.0
-55096.0,6556.0
-55600.0,6374.0
-55344.0,6562.0
-55504.0,6522.0
-55572.0,6458.0
-55336.0,6320.0
-55856.0,6584.0
-55352.0,6564.0
-55676.0,6650.0
-55544.0,6878.0
-55736.0,7048.0
-55480.0,6810.0
-55092.0,6728.0
-54620.0,6662.0
-55192.0,6840.0
-55024.0,6396.0
-55212.0,6498.0
-55132.0,6600.0
-55032.0,6704.0
-54820.0,6630.0
-54792.0,6730.0
-54700.0,6612.0
-55244.0,6756.0
-55288.0,6730.0
-55228.0,6860.0
-55448.0,6660.0
-55348.0,6590.0
-55336.0,6266.0
-55400.0,6158.0
-55052.0,6236.0
-55656.0,6296.0
-55152.0,6270.0
-55196.0,6368.0
-55280.0,6320.0
-55528.0,6540.0
-55052.0,6726.0
-54724.0,7038.0
-54680.0,7038.0
-54256.0,6974.0
-54316.0,7210.0
-54248.0,7216.0
-54864.0,7190.0
-55136.0,7188.0
-55232.0,7198.0
-54932.0,7108.0
-55212.0,7088.0
-54744.0,7252.0
-54848.0,7018.0
-54900.0,7068.0
-54740.0,7240.0
-54924.0,7420.0
-54936.0,7282.0
-55204.0,7238.0
-54648.0,7258.0
-55164.0,7414.0
-55708.0,7530.0
-55396.0,7314.0
-55536.0,7384.0
-55428.0,7312.0
-55664.0,7288.0
-54724.0,7240.0
-55228.0,7240.0
-55832.0,7576.0
-55172.0,7264.0
-54800.0,7480.0
-54924.0,7524.0
-54960.0,7776.0
-54576.0,7806.0
-54808.0,7910.0
-55508.0,8092.0
-55364.0,8166.0
-54904.0,8264.0
-54796.0,8206.0
-54872.0,8498.0
-55396.0,8278.0
-55236.0,8256.0
-55468.0,8294.0
-55544.0,8688.0
-55248.0,8724.0
-55600.0,8812.0
-55140.0,8646.0
-54928.0,8614.0
-54688.0,8458.0
-54888.0,8802.0
-54268.0,8404.0
-54396.0,8478.0
-54392.0,8526.0
-54700.0,8544.0
-54532.0,8748.0
-55804.0,8646.0
-55552.0,8648.0
-55740.0,8884.0
-55812.0,9100.0
-55648.0,8970.0
-55184.0,8894.0
-55380.0,9138.0
-55208.0,8930.0
-55148.0,8980.0
-55100.0,8864.0
-55080.0,8808.0
-55224.0,8672.0
-55072.0,8702.0
-54584.0,8646.0
-54716.0,8438.0
-55140.0,8698.0
-55172.0,8564.0
-55280.0,8994.0
-55796.0,9228.0
-55768.0,9176.0
-55632.0,8912.0
-55452.0,8794.0
-55612.0,8766.0
-55612.0,9020.0
-55600.0,8898.0
-55440.0,9058.0
-55284.0,9078.0
-54820.0,8968.0
-54892.0,9170.0
-55060.0,9238.0
-55148.0,9140.0
-55708.0,8884.0
-56072.0,8942.0
-55748.0,8832.0
-55880.0,8606.0
-55256.0,8542.0
-55172.0,8742.0
-55216.0,8838.0
-55244.0,8926.0
-54956.0,8968.0
-55016.0,9064.0
-55328.0,8726.0
-54932.0,8478.0
-54660.0,8900.0
-54800.0,8816.0
-55060.0,8934.0
-55204.0,9002.0
-55224.0,8884.0
-54968.0,8788.0
-55240.0,8614.0
-54896.0,8674.0
-55176.0,8750.0
-55192.0,8818.0
-55164.0,8716.0
-55556.0,8930.0
-54964.0,8940.0
-55252.0,8930.0
-54904.0,9040.0
-54412.0,8730.0
-54788.0,9038.0
-54636.0,9146.0
-54336.0,9334.0
-54992.0,9488.0
-55200.0,9674.0
-55048.0,9746.0
-55296.0,9872.0
-55232.0,9756.0
-54892.0,9626.0
-55176.0,9548.0
-54900.0,9574.0
-55004.0,9664.0
-54992.0,9574.0
-55284.0,9796.0
-54668.0,9684.0
-54792.0,10006.0
-54884.0,9914.0
-55048.0,10078.0
-54988.0,10084.0
-55020.0,10372.0
-55112.0,10326.0
-55104.0,10728.0
-55204.0,10642.0
-55000.0,10390.0
-54716.0,10494.0
-54836.0,10284.0
-55084.0,10262.0
-55288.0,10290.0
-55580.0,10368.0
-55380.0,10482.0
-55212.0,10634.0
-54596.0,10730.0
-54308.0,10730.0
-54748.0,10792.0
-55040.0,10916.0
-54600.0,11148.0
-55000.0,11248.0
-55188.0,11250.0
-55320.0,10928.0
-55476.0,10586.0
-55232.0,10754.0
-55232.0,10586.0
-55020.0,10654.0
-55028.0,10894.0
-55240.0,10584.0
-54808.0,10626.0
-55268.0,10774.0
-54840.0,10698.0
-55056.0,10754.0
-55528.0,10486.0
-55604.0,10708.0
-55396.0,10540.0
-55476.0,10774.0
-55304.0,10542.0
-54984.0,10884.0
-54764.0,10648.0
-54984.0,10638.0
-55236.0,10590.0
-55444.0,10612.0
-55628.0,10828.0
-55156.0,10892.0
-55344.0,10846.0
-55472.0,10644.0
-55360.0,10708.0
-55768.0,10892.0
-55604.0,11136.0
-55396.0,11108.0
-55816.0,11250.0
-55496.0,11250.0
-55096.0,11450.0
-55552.0,11374.0
-55472.0,11328.0
-55192.0,11370.0
-55256.0,11172.0
