Energy,Magnetization
-25823.20000000099,2936.0
-34726.40000000317,5932.0
-40326.000000005275,8830.0
-43879.20000000707,11296.0
-47274.400000009,13952.0
-50437.60000001079,16408.0
-53182.40000001252,18792.0
-55534.000000013875,20650.0
-57272.00000001516,22420.0
-58663.20000001621,23856.0
-60372.00000001711,25100.0
-61796.80000001796,26264.0
-63015.60000001877,27378.0
-64228.80000001946,28324.0
-65284.400000020025,29102.0
-66756.00000001743,30300.0
-67886.80000001495,31154.0
-68843.2000000129,31856.0
-69554.40000001129,32412.0
-70580.40000000928,33102.0
-70805.20000000834,33426.0
-70961.60000000775,33628.0
-70699.20000000732,33776.0
-70917.60000000647,34068.0
-71446.4000000057,34332.0
-72186.00000000477,34650.0
-72768.00000000399,34920.0
-72706.40000000366,35032.0
-73539.60000000271,35358.0
-73564.80000000264,35384.0
-73673.60000000251,35428.0
-73600.4000000023,35502.0
-74142.40000000174,35692.0
-74676.4000000013,35842.0
-75099.60000000085,35998.0
-75273.60000000065,36068.0
-74932.80000000072,36044.0
-75255.20000000039,36156.0
-75217.60000000047,36128.0
-74649.60000000105,35928.0
-74622.40000000145,35792.0
-74462.0000000014,35810.0
-74408.40000000165,35722.0
-74920.0000000012,35880.0
-74710.40000000133,35832.0
-74942.80000000092,35974.0
-74530.80000000162,35734.0
-74343.2000000015,35776.0
-74486.0000000014,35810.0
-74378.00000000146,35790.0
-74079.60000000155,35758.0
-74580.40000000119,35882.0
-74882.8000000011,35914.0
-74997.60000000094,35968.0
-75147.60000000079,36018.0
-74737.6000000014,35808.0
-74194.8000000018,35674.0
-74109.60000000193,35628.0
-74166.00000000186,35650.0
-74250.80000000173,35694.0
-73862.00000000198,35610.0
-73924.80000000217,35544.0
-74371.20000000173,35696.0
-74474.40000000162,35732.0
-74558.00000000146,35790.0
-74280.40000000165,35722.0
-74373.60000000152,35768.0
-74213.60000000164,35728.0
-74078.0000000018,35670.0
-74156.40000000165,35722.0
-73988.00000000195,35620.0
-73931.6000000019,35638.0
-73888.00000000189,35640.0
-74014.80000000191,35634.0
-74492.8000000013,35844.0
-74745.60000000123,35868.0
-74873.20000000112,35906.0
-74549.20000000147,35786.0
-74599.60000000143,35798.0
-74232.80000000176,35684.0
-74470.80000000156,35754.0
-74170.80000000191,35634.0
-74346.00000000186,35650.0
-74380.40000000171,35702.0
-74226.8000000018,35674.0
-74404.40000000165,35722.0
-74339.20000000155,35756.0
-74550.00000000128,35850.0
-74101.20000000182,35666.0
-74176.40000000171,35702.0
-74031.20000000185,35656.0
-74658.80000000121,35874.0
-74940.0000000012,35880.0
-75055.60000000102,35938.0
-75534.00000000035,36170.0
-75220.80000000066,36064.0
-74908.00000000096,35960.0
-73922.0000000018,35670.0
-73950.40000000186,35652.0
-74271.6000000016,35738.0
-73810.40000000197,35612.0
-73889.60000000181,35668.0
-73934.80000000185,35654.0
-73653.2000000021,35566.0
-73608.4000000023,35502.0
-74257.6000000017,35708.0
-74288.8000000017,35704.0
-74350.40000000168,35712.0
-74348.80000000176,35684.0
-74282.80000000162,35734.0
-74591.60000000137,35818.0
-74556.80000000136,35824.0
-74397.60000000164,35728.0
-74036.80000000205,35584.0
-73685.60000000228,35508.0
-73586.4000000025,35432.0
-73755.6000000023,35498.0
-74121.60000000175,35688.0
-74194.40000000157,35752.0
-74429.60000000152,35768.0
-74010.00000000192,35630.0
-74176.00000000178,35680.0
-74456.40000000154,35762.0
-74448.4000000016,35742.0
-74400.4000000016,35742.0
-74530.40000000145,35792.0
-74495.60000000132,35838.0
-74366.40000000162,35732.0
-74534.80000000121,35874.0
-74072.00000000172,35700.0
-74125.60000000175,35688.0
-75030.0000000011,35910.0
-75369.60000000041,36148.0
-74972.80000000072,36044.0
-75248.4000000006,36082.0
-74654.80000000139,35814.0
-74316.40000000148,35782.0
-74589.20000000135,35826.0
-73782.00000000221,35530.0
-74293.20000000141,35806.0
-73975.60000000196,35618.0
-73896.80000000205,35584.0
-74444.40000000136,35822.0
-74328.40000000142,35802.0
-74814.40000000093,35972.0
-74593.20000000129,35846.0
-74583.20000000109,35916.0
-74588.80000000112,35904.0
-74256.00000000143,35800.0
-73942.00000000192,35630.0
-73585.20000000217,35546.0
-74492.80000000124,35864.0
-74708.8000000013,35844.0
-74691.60000000114,35898.0
-75100.80000000066,36064.0
-74683.60000000114,35898.0
-74752.00000000102,35940.0
-74350.00000000146,35790.0
-74483.60000000132,35838.0
